"word","sentiment","translatedContent"
"restatement","negative","reformulación"
"restatements","negative","reformulaciones"
"restates","negative","reformula"
"restating","negative","reafirmando"
"restructure","negative","reestructurar"
"restructured","negative","reestructurado"
"restructures","negative","reestructuraciones"
"restructuring","negative","reestructuración"
"restructurings","negative","reestructuraciones"
"retaliate","negative","tomar represalias"
"retaliated","negative","represalias"
"retaliates","negative","toma represalias"
"retaliating","negative","represalias"
"retaliation","negative","represalias"
"retaliations","negative","represalias"
"retaliatory","negative","vengativo"
"retribution","negative","venganza"
"retributions","negative","retribuciones"
"revocation","negative","revocación"
"revocations","negative","revocaciones"
"revoke","negative","revocar"
"revoked","negative","revocado"
"revokes","negative","revocaciones"
"revoking","negative","revocar"
"ridicule","negative","ridículo"
"ridiculed","negative","ridiculizado"
"ridicules","negative","ridiculizar"
"ridiculing","negative","ridiculizar"
"riskier","negative","arriesgado"
"riskiest","negative","más arriesgado"
"risky","negative","arriesgado"
"sabotage","negative","sabotaje"
"sacrifice","negative","sacrificio"
"sacrificed","negative","sacrificado"
"sacrifices","negative","sacrificios"
"sacrificial","negative","sacrificatorio"
"sacrificing","negative","sacrificando"
"scandalous","negative","escandaloso"
"scandals","negative","escándalos"
"scrutinize","negative","escudriñar"
"scrutinized","negative","escudriñado"
"scrutinizes","negative","escudriña"
"scrutinizing","negative","recuento"
"scrutiny","negative","escrutinio"
"secrecy","negative","secreto"
"seize","negative","confiscar"
"seized","negative","apoderado"
"seizes","negative","se apodera"
"seizing","negative","aprovechando"
"sentenced","negative","sentenciado"
"sentencing","negative","sentencia"
"serious","negative","grave"
"seriously","negative","seriamente"
"seriousness","negative","gravedad"
"setback","negative","retrasar"
"setbacks","negative","contratiempos"
"sever","negative","cortar"
"severe","negative","grave"
"severed","negative","cortado"
"severely","negative","severamente"
"severities","negative","severidades"
"severity","negative","gravedad"
"sharply","negative","bruscamente"
"shocked","negative","conmocionado"
"shortage","negative","escasez"
"shortages","negative","escasez"
"shortfall","negative","déficit"
"shortfalls","negative","carencias"
"shrinkage","negative","contracción"
"shrinkages","negative","contracciones"
"shut","negative","cerrar"
"shutdown","negative","apagar"
"shutdowns","negative","paradas"
"shuts","negative","cierra"
"shutting","negative","cerrando"
"slander","negative","calumnia"
"slandered","negative","calumniado"
"slanderous","negative","difamatorio"
"slanders","negative","calumnias"
"slippage","negative","deslizamiento"
"slippages","negative","deslizamientos"
"slow","negative","lento"
"slowdown","negative","Ve más despacio"
"slowdowns","negative","ralentizaciones"
"slowed","negative","ralentizado"
"slower","negative","más lento"
"slowest","negative","el más lento"
"slowing","negative","ralentizando"
"slowly","negative","despacio"
"slowness","negative","lentitud"
"sluggish","negative","lento"
"sluggishly","negative","inactivamente"
"sluggishness","negative","lentitud"
"solvencies","negative","solvencias"
"solvency","negative","solvencia"
"spam","negative","correo no deseado"
"spammers","negative","spammers"
"spamming","negative","spam"
"staggering","negative","asombroso"
"stagnant","negative","estancado"
"stagnate","negative","estancarse"
"stagnated","negative","estancado"
"stagnates","negative","se estanca"
"stagnating","negative","estancamiento"
"stagnation","negative","estancamiento"
"standstill","negative","parada"
"standstills","negative","paradas"
"stolen","negative","robado"
"stoppage","negative","paro"
"stoppages","negative","paros"
"stopped","negative","detenido"
"stopping","negative","parada"
"stops","negative","paradas"
"strain","negative","presion"
"strained","negative","tenso"
"straining","negative","tirante"
"strains","negative","son"
"stress","negative","estrés"
"stressed","negative","estresado"
"stresses","negative","tensiones"
"stressful","negative","Estresante"
"stressing","negative","estresante"
"stringent","negative","riguroso"
"subjected","negative","sometido"
"subjecting","negative","sometiendo"
"subjection","negative","sujeción"
"subpoena","negative","citación"
"subpoenaed","negative","citado"
"subpoenas","negative","citaciones"
"substandard","negative","deficiente"
"sue","negative","demandar"
"sued","negative","demandado"
"sues","negative","demanda"
"suffer","negative","sufrir"
"suffered","negative","sufrió"
"suffering","negative","sufrimiento"
"suffers","negative","sufre"
"suing","negative","demandando"
"summoned","negative","convocado"
"summoning","negative","convocar"
"summons","negative","citación"
"summonses","negative","convocatorias"
"susceptibility","negative","susceptibilidad"
"susceptible","negative","susceptible"
"suspect","negative","sospechar"
"suspected","negative","sospechoso"
"suspects","negative","sospechosos"
"suspend","negative","suspender"
"suspended","negative","suspendido"
"suspending","negative","suspender"
"suspends","negative","suspende"
"suspension","negative","suspensión"
"suspensions","negative","suspensiones"
"suspicion","negative","sospecha"
"suspicions","negative","sospechas"
"suspicious","negative","suspicaz"
"suspiciously","negative","con recelo"
"taint","negative","mancha"
"tainted","negative","contaminado"
"tainting","negative","manchando"
"taints","negative","manchas"
"tampered","negative","manipulado"
"tense","negative","tiempo"
"terminate","negative","Terminar"
"terminated","negative","terminado"
"terminates","negative","termina"
"terminating","negative","terminando"
"termination","negative","terminación"
"terminations","negative","terminaciones"
"testify","negative","testificar"
"testifying","negative","testificando"
"threat","negative","amenaza"
"threaten","negative","amenazar"
"threatened","negative","amenazado"
"threatening","negative","amenazante"
"threatens","negative","amenaza"
"threats","negative","amenazas"
"tightening","negative","apretando"
"tolerate","negative","tolerar"
"tolerated","negative","tolerado"
"tolerates","negative","tolera"
"tolerating","negative","tolerante"
"toleration","negative","tolerancia"
"tortuous","negative","tortuoso"
"tortuously","negative","tortuosamente"
"tragedies","negative","tragedias"
"tragedy","negative","tragedia"
"tragic","negative","trágico"
"tragically","negative","trágicamente"
"traumatic","negative","traumático"
"trouble","negative","problema"
"troubled","negative","preocupado"
"troubles","negative","nubes"
"turbulence","negative","turbulencia"
"turmoil","negative","confusión"
"unable","negative","incapaz"
"unacceptable","negative","inaceptable"
"unacceptably","negative","inaceptablemente"
"unaccounted","negative","no contabilizado"
"unannounced","negative","no anunciado"
"unanticipated","negative","no anticipado"
"unapproved","negative","no aprobado"
"unattractive","negative","no atractivo"
"unauthorized","negative","no autorizado"
"unavailability","negative","indisponibilidad"
"unavailable","negative","indisponible"
"unavoidable","negative","inevitable"
"unavoidably","negative","inevitablemente"
"unaware","negative","inconsciente"
"uncollectable","negative","incobrable"
"uncollected","negative","sin cobrar"
"uncollectibility","negative","incobrabilidad"
"uncollectible","negative","incobrable"
"uncollectibles","negative","incobrables"
"uncompetitive","negative","poco competitivo"
"uncompleted","negative","incompleto"
"unconscionable","negative","excesivo"
"unconscionably","negative","inconcebiblemente"
"uncontrollable","negative","incontrolable"
"uncontrollably","negative","incontrolablemente"
"uncontrolled","negative","sin control"
"uncorrected","negative","sin corregir"
"uncover","negative","descubrir"
"uncovered","negative","descubierto"
"uncovering","negative","destapando"
"uncovers","negative","descubre"
"undeliverable","negative","imposible de entregar"
"undelivered","negative","no entregado"
"undercapitalized","negative","subcapitalizado"
"undercut","negative","vender a menor precio que"
"undercuts","negative","socavaciones"
"undercutting","negative","socavando"
"underestimate","negative","subestimar"
"underestimated","negative","subestimado"
"underestimates","negative","subestima"
"underestimating","negative","desestimación"
"underestimation","negative","subestimación"
"underfunded","negative","falta de fondos"
"underinsured","negative","con seguro insuficiente"
"undermine","negative","socavar"
"undermined","negative","socavado"
"undermines","negative","socava"
"undermining","negative","socavando"
"underpaid","negative","poco pagado"
"underpayment","negative","pago insuficiente"
"underpayments","negative","pagos insuficientes"
"underpays","negative","pagos insuficientes"
"underperform","negative","bajo rendimiento"
"underperformance","negative","bajo rendimiento"
"underperformed","negative","bajo rendimiento"
"underperforming","negative","bajo rendimiento"
"underperforms","negative","rendimientos inferiores"
"underproduced","negative","subproducido"
"underproduction","negative","subproducción"
"underreporting","negative","infraregistro"
"understate","negative","subestimar"
"understated","negative","subestimado"
"understatement","negative","atenuación"
"understatements","negative","eufemismos"
"understates","negative","subestima"
"understating","negative","subestimar"
"underutilization","negative","subutilización"
"underutilized","negative","subutilizado"
"undesirable","negative","indeseable"
"undesired","negative","no deseado"
"undetected","negative","no detectado"
"undetermined","negative","indeterminado"
"undisclosed","negative","no revelado"
"undocumented","negative","indocumentado"
"undue","negative","indebido"
"unduly","negative","excesivamente"
"uneconomic","negative","antieconómico"
"uneconomical","negative","antieconómico"
"uneconomically","negative","antieconómico"
"unemployed","negative","desempleados"
"unemployment","negative","desempleo"
"unethical","negative","poco ético"
"unethically","negative","sin ética"
"unexcused","negative","sin excusa"
"unexpected","negative","inesperado"
"unexpectedly","negative","inesperadamente"
"unfair","negative","injusto"
"unfairly","negative","injustamente"
"unfavorability","negative","desfavorable"
"unfavorable","negative","desfavorable"
"unfavorably","negative","desfavorablemente"
"unfavourable","negative","desfavorable"
"unfeasible","negative","inviable"
"unfit","negative","impropio"
"unfitness","negative","falta de aptitud"
"unforeseeable","negative","imprevisible"
"unforeseen","negative","imprevisto"
"unforseen","negative","imprevisto"
"unfortunate","negative","desgraciado"
"unfortunately","negative","Desafortunadamente"
"unfounded","negative","infundado"
"unfriendly","negative","hostil"
"unfulfilled","negative","incumplido"
"unfunded","negative","sin fondos"
"uninsured","negative","sin seguro"
"unintended","negative","involuntario"
"unintentional","negative","involuntario"
"unintentionally","negative","involuntariamente"
"unjust","negative","injusto"
"unjustifiable","negative","injustificable"
"unjustifiably","negative","injustificadamente"
"unjustified","negative","injustificado"
"unjustly","negative","injustamente"
"unknowing","negative","sin saber"
"unknowingly","negative","sin saberlo"
"unlawful","negative","ilegal"
"unlawfully","negative","ilegalmente"
"unlicensed","negative","no licenciado"
"unliquidated","negative","sin liquidar"
"unmarketable","negative","invendible"
"unmerchantable","negative","indestructible"
"unmeritorious","negative","sin mérito"
"unnecessarily","negative","innecesariamente"
"unnecessary","negative","innecesario"
"unneeded","negative","innecesario"
"unobtainable","negative","inalcanzable"
"unoccupied","negative","desocupado"
"unpaid","negative","no pagado"
"unperformed","negative","no realizado"
"unplanned","negative","no planificado"
"unpopular","negative","impopular"
"unpredictability","negative","imprevisibilidad"
"unpredictable","negative","impredecible"
"unpredictably","negative","impredecible"
"unpredicted","negative","impredecible"
"unproductive","negative","improductivo"
"unprofitability","negative","no rentabilidad"
"unprofitable","negative","improductivo"
"unqualified","negative","no cualificado"
"unrealistic","negative","poco realista"
"unreasonable","negative","irrazonable"
"unreasonableness","negative","irracionalidad"
"unreasonably","negative","excesivamente"
"unreceptive","negative","poco receptivo"
"unrecoverable","negative","irrecuperable"
"unrecovered","negative","no recuperado"
"unreimbursed","negative","no reembolsado"
"unreliable","negative","no fidedigno"
"unremedied","negative","sin remedio"
"unreported","negative","No denunciado"
"unresolved","negative","irresoluto"
"unrest","negative","agitación"
"unsafe","negative","inseguro"
"unsalable","negative","no vendible"
"unsaleable","negative","imposible de vender"
"unsatisfactory","negative","insatisfactorio"
"unsatisfied","negative","insatisfecho"
"unsavory","negative","desagradable"
"unscheduled","negative","no programado"
"unsellable","negative","irresistible"
"unsold","negative","no vendido"
"unsound","negative","defectuoso"
"unstabilized","negative","sin estabilizar"
"unstable","negative","inestable"
"unsubstantiated","negative","sin fundamento"
"unsuccessful","negative","fracasado"
"unsuccessfully","negative","sin éxito"
"unsuitability","negative","inadecuación"
"unsuitable","negative","inadecuado"
"unsuitably","negative","inadecuadamente"
"unsuited","negative","inadecuado"
"unsure","negative","inseguro"
"unsuspected","negative","insospechado"
"unsuspecting","negative","nada suspicaz"
"unsustainable","negative","insostenible"
"untenable","negative","insostenible"
"untimely","negative","prematuro"
"untrusted","negative","no confiable"
"untruth","negative","mentira"
"untruthful","negative","mentiroso"
"untruthfully","negative","falsamente"
"untruthfulness","negative","falsedad"
"untruths","negative","falsedades"
"unusable","negative","inutilizable"
"unwanted","negative","no deseado"
"unwarranted","negative","injustificado"
"unwelcome","negative","molesto"
"unwilling","negative","reacio"
"unwillingness","negative","renuencia"
"upset","negative","trastornado"
"urgency","negative","urgencia"
"urgent","negative","urgente"
"usurious","negative","usurioso"
"usurp","negative","usurpar"
"usurped","negative","usurpado"
"usurping","negative","usurpando"
"usurps","negative","usurpaciones"
"usury","negative","usura"
"vandalism","negative","vandalismo"
"verdict","negative","veredicto"
"verdicts","negative","veredictos"
"vetoed","negative","vetado"
"victims","negative","victimas"
"violate","negative","violar"
"violated","negative","violado"
"violates","negative","viola"
"violating","negative","violando"
"violation","negative","violación"
"violations","negative","violaciones"
"violative","negative","violativo"
"violator","negative","violador"
"violators","negative","violadores"
"violence","negative","violencia"
"violent","negative","violento"
"violently","negative","violentamente"
"vitiate","negative","viciar"
"vitiated","negative","viciado"
"vitiates","negative","viciados"
"vitiating","negative","viciando"
"vitiation","negative","corrupción"
"voided","negative","anulado"
"voiding","negative","anular"
"volatile","negative","volátil"
"volatility","negative","volatilidad"
"vulnerabilities","negative","vulnerabilidades"
"vulnerability","negative","vulnerabilidad"
"vulnerable","negative","vulnerable"
"vulnerably","negative","vulnerable"
"warn","negative","advertir"
"warned","negative","prevenido"
"warning","negative","advertencia"
"warnings","negative","advertencias"
"warns","negative","advierte"
"wasted","negative","vano"
"wasteful","negative","antieconómico"
"wasting","negative","debilitante"
"weak","negative","débiles"
"weaken","negative","debilitar"
"weakened","negative","debilitado"
"weakening","negative","debilitamiento"
"weakens","negative","debilita"
"weaker","negative","más débil"
"weakest","negative","más débil"
"weakly","negative","enclenque"
"weakness","negative","debilidad"
"weaknesses","negative","debilidades"
"willfully","negative","intencionadamente"
"worries","negative","preocupaciones"
"worry","negative","preocupación"
"worrying","negative","preocupante"
"worse","negative","peor"
"worsen","negative","empeorar"
"worsened","negative","empeoró"
"worsening","negative","empeoramiento"
"worsens","negative","empeora"
"worst","negative","peor"
"worthless","negative","sin valor"
"writedown","negative","anote"
"writedowns","negative","saneamientos"
"writeoff","negative","pedir por escrito"
"writeoffs","negative","cancelaciones"
"wrong","negative","incorrecto"
"wrongdoing","negative","marcha mala"
"wrongdoings","negative","fechorías"
"wrongful","negative","ilegal"
"wrongfully","negative","injustamente"
"wrongly","negative","equivocadamente"
"able","positive","poder"
"abundance","positive","abundancia"
"abundant","positive","abundante"
"acclaimed","positive","aclamado"
"accomplish","positive","realizar"
"accomplished","positive","consumado"
"accomplishes","positive","logra"
"accomplishing","positive","lograr"
"accomplishment","positive","logro"
"accomplishments","positive","logros"
"achieve","positive","lograr"
"achieved","positive","logrado"
"achievement","positive","logro"
"achievements","positive","logros"
"achieves","positive","logra"
"achieving","positive","lograr"
"adequately","positive","adecuadamente"
"advancement","positive","avance"
"advancements","positive","avances"
"advances","positive","avances"
"advancing","positive","avanzando"
"advantage","positive","ventaja"
"advantaged","positive","ventajoso"
"advantageous","positive","ventajoso"
"advantageously","positive","ventajosamente"
"advantages","positive","ventajas"
"alliance","positive","Alianza"
"alliances","positive","alianzas"
"assure","positive","asegurar"
"assured","positive","seguro"
"assures","positive","asegura"
"assuring","positive","asegurando"
"attain","positive","alcanzar"
"attained","positive","alcanzado"
"attaining","positive","alcanzar"
"attainment","positive","logro"
"attainments","positive","logros"
"attains","positive","alcanza"
"attractive","positive","atractivo"
"attractiveness","positive","atractivo"
"beautiful","positive","hermoso"
"beautifully","positive","hermosamente"
"beneficial","positive","beneficioso"
"beneficially","positive","beneficiosamente"
"benefit","positive","beneficio"
"benefited","positive","beneficiado"
"benefiting","positive","beneficiando"
"benefitted","positive","beneficiado"
"benefitting","positive","beneficiando"
"best","positive","mejor"
"better","positive","mejor"
"bolstered","positive","reforzado"
"bolstering","positive","refuerzo"
"bolsters","positive","refuerzos"
"boom","positive","auge"
"booming","positive","en auge"
"boost","positive","aumentar"
"boosted","positive","impulsado"
"breakthrough","positive","penetración"
"breakthroughs","positive","avances"
"brilliant","positive","brillante"
"charitable","positive","Caritativo"
"collaborate","positive","colaborar"
"collaborated","positive","colaborado"
"collaborates","positive","colabora"
"collaborating","positive","colaborando"
"collaboration","positive","colaboración"
"collaborations","positive","colaboraciones"
"collaborative","positive","colaborativo"
"collaborator","positive","colaborador"
"collaborators","positive","colaboradores"
"compliment","positive","cumplido"
"complimentary","positive","Complementario"
"complimented","positive","cumplido"
"complimenting","positive","cumpliendo"
"compliments","positive","cumplidos"
"conclusive","positive","concluyente"
"conclusively","positive","concluyente"
"conducive","positive","conducente"
"confident","positive","confidente"
"constructive","positive","constructivo"
"constructively","positive","constructivamente"
"courteous","positive","cortés"
"creative","positive","creativo"
"creatively","positive","creativamente"
"creativeness","positive","creatividad"
"creativity","positive","creatividad"
"delight","positive","deleite"
"delighted","positive","Encantado"
"delightful","positive","encantador"
"delightfully","positive","deliciosamente"
"delighting","positive","deleitarse"
"delights","positive","delicias"
"dependability","positive","confianza"
"dependable","positive","confiable"
"desirable","positive","deseable"
"desired","positive","deseado"
"despite","positive","A pesar de"
"destined","positive","destinado"
"diligent","positive","diligente"
"diligently","positive","diligentemente"
"distinction","positive","distinción"
"distinctions","positive","distinciones"
"distinctive","positive","distintivo"
"distinctively","positive","diferentemente"
"distinctiveness","positive","diferencia"
"dream","positive","sueño"
"easier","positive","más fácil"
"easily","positive","fácilmente"
"easy","positive","fácil"
"effective","positive","eficaz"
"efficiencies","positive","eficiencias"
"efficiency","positive","eficiencia"
"efficient","positive","eficiente"
"efficiently","positive","eficientemente"
"empower","positive","autorizar"
"empowered","positive","facultado"
"empowering","positive","empoderamiento"
"empowers","positive","faculta"
"enable","positive","habilitar"
"enabled","positive","habilitado"
"enables","positive","permite"
"enabling","positive","permitiendo"
"encouraged","positive","alentado"
"encouragement","positive","ánimo"
"encourages","positive","alienta"
"encouraging","positive","alentador"
"enhance","positive","mejorar"
"enhanced","positive","mejorado"
"enhancement","positive","mejora"
"enhancements","positive","mejoras"
"enhances","positive","mejora"
"enhancing","positive","mejorando"
"enjoy","positive","disfrutar"
"enjoyable","positive","agradable"
"enjoyably","positive","agradablemente"
"enjoyed","positive","disfrutado"
"enjoying","positive","disfrutando"
"enjoyment","positive","disfrute"
"enjoys","positive","disfruta"
"enthusiasm","positive","entusiasmo"
"enthusiastic","positive","entusiasta"
"enthusiastically","positive","con entusiasmo"
"excellence","positive","excelencia"
"excellent","positive","excelente"
"excelling","positive","sobresaliente"
"excels","positive","sobresale"
"exceptional","positive","excepcional"
"exceptionally","positive","excepcionalmente"
"excited","positive","emocionado"
"excitement","positive","emoción"
"exciting","positive","emocionante"
"exclusive","positive","exclusivo"
"exclusively","positive","exclusivamente"
"exclusiveness","positive","exclusividad"
"exclusives","positive","exclusivas"
"exclusivity","positive","exclusividad"
"exemplary","positive","ejemplar"
"fantastic","positive","fantástico"
"favorable","positive","favorable"
"favorably","positive","favorablemente"
"favored","positive","favorecido"
"favoring","positive","favoreciendo"
"favorite","positive","favorito"
"favorites","positive","favoritos"
"friendly","positive","amistoso"
"gain","positive","ganancia"
"gained","positive","ganado"
"gaining","positive","ganando"
"gains","positive","ganancias"
"good","positive","bueno"
"great","positive","Excelente"
"greater","positive","mayor"
"greatest","positive","mayor"
"greatly","positive","muy"
"greatness","positive","grandeza"
"happiest","positive","más feliz"
"happily","positive","felizmente"
"happiness","positive","felicidad"
"happy","positive","contento"
"highest","positive","más alto"
"honor","positive","honor"
"honorable","positive","honorable"
"honored","positive","honrado"
"honoring","positive","honrando"
"honors","positive","honores"
"ideal","positive","ideal"
"impress","positive","impresionar"
"impressed","positive","impresionado"
"impresses","positive","impresiona"
"impressing","positive","Impresionante"
"impressive","positive","impresionante"
"impressively","positive","impresionantemente"
"improve","positive","mejorar"
"improved","positive","mejorado"
"improvement","positive","mejora"
"improvements","positive","mejoras"
"improves","positive","mejora"
"improving","positive","mejorando"
"incredible","positive","increíble"
"incredibly","positive","increíblemente"
"influential","positive","influyente"
"informative","positive","informativo"
"ingenuity","positive","ingenio"
"innovate","positive","innovar"
"innovated","positive","innovado"
"innovates","positive","innova"
"innovating","positive","innovando"
"innovation","positive","innovación"
"innovations","positive","innovaciones"
"innovative","positive","innovador"
"innovativeness","positive","innovación"
"innovator","positive","innovador"
"innovators","positive","innovadores"
"insightful","positive","perspicaz"
"inspiration","positive","inspiración"
"inspirational","positive","inspirador"
"integrity","positive","integridad"
"invent","positive","inventar"
"invented","positive","inventado"
"inventing","positive","inventando"
"invention","positive","invención"
"inventions","positive","inventos"
"inventive","positive","inventivo"
"inventiveness","positive","inventiva"
"inventor","positive","inventor"
"inventors","positive","inventores"
"leadership","positive","liderazgo"
"leading","positive","líder"
"loyal","positive","leal"
"lucrative","positive","lucrativo"
"meritorious","positive","meritorio"
"opportunities","positive","oportunidades"
"opportunity","positive","oportunidad"
"optimistic","positive","optimista"
"outperform","positive","superar"
"outperformed","positive","superado"
"outperforming","positive","superando"
"outperforms","positive","supera al rendimiento"
"perfect","positive","Perfecto"
"perfected","positive","perfeccionado"
"perfectly","positive","perfectamente"
"perfects","positive","perfectos"
"pleasant","positive","agradable"
"pleasantly","positive","agradablemente"
"pleased","positive","satisfecho"
"pleasure","positive","Placer"
"plentiful","positive","abundante"
"popular","positive","popular"
"popularity","positive","popularidad"
"positive","positive","positivo"
"positively","positive","afirmativamente"
"preeminence","positive","preeminencia"
"preeminent","positive","preeminente"
"premier","positive","primer ministro"
"premiere","positive","estreno"
"prestige","positive","prestigio"
"prestigious","positive","prestigioso"
"proactive","positive","proactivo"
"proactively","positive","proactivamente"
"proficiency","positive","competencia"
"proficient","positive","competente"
"proficiently","positive","hábilmente"
"profitability","positive","rentabilidad"
"profitable","positive","rentable"
"profitably","positive","rentable"
"progress","positive","Progreso"
"progressed","positive","progresado"
"progresses","positive","progresa"
"progressing","positive","progresando"
"prospered","positive","prosperado"
"prospering","positive","prosperando"
"prosperity","positive","prosperidad"
"prosperous","positive","próspero"
"prospers","positive","prospera"
"rebound","positive","rebote"
"rebounded","positive","se recuperó"
"rebounding","positive","rebotando"
"receptive","positive","receptivo"
"regain","positive","recuperar"
"regained","positive","recuperado"
"regaining","positive","recuperando"
"resolve","positive","resolver"
"revolutionize","positive","revolucionar"
"revolutionized","positive","revolucionado"
"revolutionizes","positive","revoluciona"
"revolutionizing","positive","revolucionando"
"reward","positive","recompensa"
"rewarded","positive","recompensado"
"rewarding","positive","gratificante"
"rewards","positive","recompensas"
"satisfaction","positive","satisfacción"
"satisfactorily","positive","satisfactoriamente"
"satisfactory","positive","satisfactorio"
"satisfied","positive","satisfecho"
"satisfies","positive","satisface"
"satisfy","positive","satisfacer"
"satisfying","positive","satisfactorio"
"smooth","positive","suave"
"smoothing","positive","suavizado"
"smoothly","positive","suavemente"
"smooths","positive","suaviza"
"solves","positive","resuelve"
"solving","positive","resolviendo"
"spectacular","positive","espectacular"
"spectacularly","positive","espectacularmente"
"stability","positive","estabilidad"
"stabilization","positive","estabilización"
"stabilizations","positive","estabilizaciones"
"stabilize","positive","estabilizar"
"stabilized","positive","estabilizado"
"stabilizes","positive","estabiliza"
"stabilizing","positive","estabilizador"
"stable","positive","estable"
"strength","positive","fuerza"
"strengthen","positive","fortalecer"
"strengthened","positive","fortificado"
"strengthening","positive","fortalecimiento"
"strengthens","positive","fortalece"
"strengths","positive","fortalezas"
"strong","positive","fuerte"
"stronger","positive","más fuerte"
"strongest","positive","mas fuerte"
"succeed","positive","tener éxito"
"succeeded","positive","triunfado"
"succeeding","positive","subsiguiente"
"succeeds","positive","tiene éxito"
"success","positive","éxito"
"successes","positive","éxitos"
"successful","positive","exitoso"
"successfully","positive","exitosamente"
"superior","positive","superior"
"surpass","positive","superar"
"surpassed","positive","superado"
"surpasses","positive","supera"
"surpassing","positive","incomparable"
"transparency","positive","transparencia"
"tremendous","positive","tremendo"
"tremendously","positive","tremendamente"
"unmatched","positive","sin par"
"unparalleled","positive","incomparable"
"unsurpassed","positive","insuperado"
"upturn","positive","repunte"
"upturns","positive","vueltas hacia arriba"
"valuable","positive","valioso"
"versatile","positive","versátil"
"versatility","positive","versatilidad"
"vibrancy","positive","vitalidad"
"vibrant","positive","vibrante"
"win","positive","ganar"
"winner","positive","ganador"
"winners","positive","ganadores"
"winning","positive","victorioso"
"worthy","positive","digno"
"abeyance","uncertainty","suspensión"
"abeyances","uncertainty","nacimientos"
"almost","uncertainty","casi"
"alteration","uncertainty","modificación"
"alterations","uncertainty","alteraciones"
"ambiguities","uncertainty","ambigüedades"
"ambiguity","uncertainty","ambigüedad"
"ambiguous","uncertainty","ambiguo"
"anomalies","uncertainty","anomalías"
"anomalous","uncertainty","anómalo"
"anomalously","uncertainty","anómalamente"
"anomaly","uncertainty","anomalía"
"anticipate","uncertainty","prever"
"anticipated","uncertainty","anticipado"
"anticipates","uncertainty","anticipa"
"anticipating","uncertainty","anticipando"
"anticipation","uncertainty","anticipación"
"anticipations","uncertainty","anticipaciones"
"apparent","uncertainty","aparente"
"apparently","uncertainty","aparentemente"
"appear","uncertainty","Aparecer"
"appeared","uncertainty","apareció"
"appearing","uncertainty","apareciendo"
"appears","uncertainty","aparece"
"approximate","uncertainty","aproximado"
"approximated","uncertainty","aproximado"
"approximately","uncertainty","aproximadamente"
"approximates","uncertainty","aproximados"
"approximating","uncertainty","aproximando"
"approximation","uncertainty","aproximación"
"approximations","uncertainty","aproximaciones"
"arbitrarily","uncertainty","arbitrariamente"
"arbitrariness","uncertainty","arbitrariedad"
"arbitrary","uncertainty","arbitrario"
"assume","uncertainty","asumir"
"assumed","uncertainty","ficticio"
"assumes","uncertainty","asume"
"assuming","uncertainty","asumiendo"
"assumption","uncertainty","suposición"
"assumptions","uncertainty","supuestos"
"believe","uncertainty","creer"
"believed","uncertainty","creído"
"believes","uncertainty","cree"
"believing","uncertainty","creyendo"
"cautious","uncertainty","cauteloso"
"cautiously","uncertainty","cautelosamente"
"cautiousness","uncertainty","cautela"
"clarification","uncertainty","aclaración"
"clarifications","uncertainty","aclaraciones"
"conceivable","uncertainty","concebible"
"conceivably","uncertainty","posiblemente"
"conditional","uncertainty","condicional"
"conditionally","uncertainty","condicionalmente"
"confuses","uncertainty","confunde"
"confusing","uncertainty","confuso"
"confusingly","uncertainty","confusamente"
"confusion","uncertainty","confusión"
"contingencies","uncertainty","contingencias"
"contingency","uncertainty","contingencia"
"contingent","uncertainty","contingente"
"contingently","uncertainty","contingente"
"contingents","uncertainty","contingentes"
"could","uncertainty","podría"
"crossroad","uncertainty","cruce de caminos"
"crossroads","uncertainty","cruce"
"depend","uncertainty","depender"
"depended","uncertainty","dependía"
"dependence","uncertainty","dependencia"
"dependencies","uncertainty","dependencias"
"dependency","uncertainty","dependencia"
"dependent","uncertainty","dependiente"
"depending","uncertainty","dependiente"
"depends","uncertainty","depende"
"destabilizing","uncertainty","desestabilizador"
"deviate","uncertainty","desviarse"
"deviated","uncertainty","desviado"
"deviates","uncertainty","se desvía"
"deviating","uncertainty","desviarse"
"deviation","uncertainty","desviación"
"deviations","uncertainty","desviaciones"
"differ","uncertainty","diferir de"
"differed","uncertainty","diferido"
"differing","uncertainty","diferente"
"differs","uncertainty","difiere"
"doubt","uncertainty","duda"
"doubted","uncertainty","dudado"
"doubtful","uncertainty","dudoso"
"doubts","uncertainty","dudas"
"exposure","uncertainty","exposición"
"exposures","uncertainty","exposiciones"
"fluctuate","uncertainty","fluctuar"
"fluctuated","uncertainty","fluctuaba"
"fluctuates","uncertainty","fluctúa"
"fluctuating","uncertainty","fluctuante"
"fluctuation","uncertainty","fluctuación"
"fluctuations","uncertainty","fluctuaciones"
"hidden","uncertainty","oculto"
"hinges","uncertainty","bisagras"
"imprecise","uncertainty","impreciso"
"imprecision","uncertainty","imprecisión"
"imprecisions","uncertainty","imprecisiones"
"improbability","uncertainty","improbabilidad"
"improbable","uncertainty","improbable"
"incompleteness","uncertainty","incompletitud"
"indefinite","uncertainty","indefinido"
"indefinitely","uncertainty","indefinidamente"
"indefiniteness","uncertainty","indefinición"
"indeterminable","uncertainty","indeterminable"
"indeterminate","uncertainty","indeterminado"
"inexact","uncertainty","inexacto"
"inexactness","uncertainty","inexactitud"
"instabilities","uncertainty","inestabilidades"
"instability","uncertainty","inestabilidad"
"intangible","uncertainty","intangible"
