"word","sentiment","translatedContent"
"kill","sadness","matar"
"killing","anger","asesinato"
"killing","fear","asesinato"
"killing","negative","asesinato"
"killing","sadness","asesinato"
"kind","joy","tipo"
"kind","positive","tipo"
"kind","trust","tipo"
"kindness","positive","amabilidad"
"kindred","anticipation","parientes"
"kindred","joy","parientes"
"kindred","positive","parientes"
"kindred","trust","parientes"
"king","positive","Rey"
"kiss","anticipation","Beso"
"kiss","joy","Beso"
"kiss","positive","Beso"
"kiss","surprise","Beso"
"kite","disgust","cometa"
"kite","negative","cometa"
"kitten","joy","gatito"
"kitten","positive","gatito"
"kitten","trust","gatito"
"knack","positive","maña"
"knell","fear","toque de difuntos"
"knell","negative","toque de difuntos"
"knell","sadness","toque de difuntos"
"knickers","trust","bragas"
"knight","positive","Caballero"
"knotted","negative","anudado"
"knowing","positive","conocimiento"
"knowledge","positive","conocimiento"
"kudos","joy","prestigio"
"kudos","positive","prestigio"
"label","trust","etiqueta"
"labor","anticipation","labor"
"labor","joy","labor"
"labor","positive","labor"
"labor","surprise","labor"
"labor","trust","labor"
"labored","negative","trabajado"
"labored","sadness","trabajado"
"laborious","negative","laborioso"
"labyrinth","anticipation","laberinto"
"labyrinth","negative","laberinto"
"lace","anger","cordón"
"lace","fear","cordón"
"lace","negative","cordón"
"lace","positive","cordón"
"lace","sadness","cordón"
"lace","trust","cordón"
"lack","negative","carencia"
"lacking","negative","carente"
"lackluster","negative","deslucido"
"laden","negative","cargado"
"lag","negative","retraso"
"lagging","anger","rezagado"
"lagging","anticipation","rezagado"
"lagging","disgust","rezagado"
"lagging","negative","rezagado"
"lagging","sadness","rezagado"
"lair","negative","guarida"
"lamb","joy","Cordero"
"lamb","positive","Cordero"
"lamb","trust","Cordero"
"lament","disgust","lamento"
"lament","fear","lamento"
"lament","negative","lamento"
"lament","sadness","lamento"
"lamenting","sadness","lamentando"
"land","positive","tierra"
"landed","positive","aterrizado"
"landmark","trust","punto de referencia"
"landslide","fear","deslizamiento de tierra"
"landslide","negative","deslizamiento de tierra"
"landslide","sadness","deslizamiento de tierra"
"languid","negative","lánguido"
"languish","negative","languidecer"
"languishing","fear","languideciendo"
"languishing","negative","languideciendo"
"languishing","sadness","languideciendo"
"lapse","negative","lapso"
"larceny","disgust","hurto"
"larceny","negative","hurto"
"larger","disgust","mas grande"
"larger","surprise","mas grande"
"larger","trust","mas grande"
"laser","positive","láser"
"laser","trust","láser"
"lash","anger","latigazo"
"lash","fear","latigazo"
"lash","negative","latigazo"
"late","negative","tarde"
"late","sadness","tarde"
"lateness","negative","retraso"
"latent","anger","latente"
"latent","anticipation","latente"
"latent","disgust","latente"
"latent","negative","latente"
"latent","surprise","latente"
"latrines","disgust","letrinas"
"latrines","negative","letrinas"
"laudable","positive","loable"
"laugh","joy","risa"
"laugh","positive","risa"
"laugh","surprise","risa"
"laughable","disgust","cómico"
"laughable","negative","cómico"
"laughing","joy","riendo"
"laughing","positive","riendo"
"laughter","anticipation","la risa"
"laughter","joy","la risa"
"laughter","positive","la risa"
"laughter","surprise","la risa"
"launch","anticipation","lanzamiento"
"launch","positive","lanzamiento"
"laureate","positive","laureado"
"laureate","trust","laureado"
"laurel","positive","laurel"
"laurels","joy","laureles"
"laurels","positive","laureles"
"lava","anger","lava"
"lava","fear","lava"
"lava","negative","lava"
"lavatory","disgust","lavabo"
"lavish","positive","prodigar"
"law","trust","ley"
"lawful","positive","legal"
"lawful","trust","legal"
"lawlessness","anger","desorden"
"lawlessness","fear","desorden"
"lawlessness","negative","desorden"
"lawsuit","anger","demanda judicial"
"lawsuit","disgust","demanda judicial"
"lawsuit","fear","demanda judicial"
"lawsuit","negative","demanda judicial"
"lawsuit","sadness","demanda judicial"
"lawsuit","surprise","demanda judicial"
"lawyer","anger","abogado"
"lawyer","disgust","abogado"
"lawyer","fear","abogado"
"lawyer","negative","abogado"
"lax","negative","flojo"
"lax","sadness","flojo"
"laxative","disgust","laxante"
"laxative","fear","laxante"
"laxative","negative","laxante"
"lazy","negative","perezoso"
"lead","positive","dirigir"
"leader","positive","líder"
"leader","trust","líder"
"leading","trust","líder"
"league","positive","liga"
"leak","negative","fuga"
"leakage","negative","fuga"
"leaky","negative","agujereado"
"leaning","trust","propensión"
"learn","positive","aprender"
"learning","positive","aprendizaje"
"leave","negative","salir"
"leave","sadness","salir"
"leave","surprise","salir"
"lecturer","positive","conferenciante"
"leech","negative","sanguijuela"
"leeches","disgust","sanguijuelas"
"leeches","fear","sanguijuelas"
"leeches","negative","sanguijuelas"
"leer","disgust","mirada lasciva"
"leer","negative","mirada lasciva"
"leery","surprise","sospechoso"
"leeway","positive","libertad de acción"
"legal","positive","legal"
"legal","trust","legal"
"legalized","anger","legalizado"
"legalized","fear","legalizado"
"legalized","joy","legalizado"
"legalized","positive","legalizado"
"legalized","trust","legalizado"
"legendary","positive","legendario"
"legibility","positive","legibilidad"
"legible","positive","legible"
"legislator","trust","legislador"
"legislature","trust","legislatura"
"legitimacy","trust","legitimidad"
"leisure","anticipation","ocio"
"leisure","joy","ocio"
"leisure","positive","ocio"
"leisure","surprise","ocio"
"leisure","trust","ocio"
"leisurely","positive","sin prisa"
"lemma","positive","lema"
"lemon","disgust","limón"
"lemon","negative","limón"
"lender","trust","prestador"
"lenient","positive","indulgente"
"leprosy","disgust","lepra"
"leprosy","fear","lepra"
"leprosy","negative","lepra"
"leprosy","sadness","lepra"
"lesbian","disgust","lesbiana"
"lesbian","negative","lesbiana"
"lesbian","sadness","lesbiana"
"lessen","anticipation","Minimizar"
"lessen","negative","Minimizar"
"lesser","disgust","menor"
"lesser","negative","menor"
"lesson","anticipation","lección"
"lesson","positive","lección"
"lesson","trust","lección"
"lethal","disgust","letal"
"lethal","fear","letal"
"lethal","negative","letal"
"lethal","sadness","letal"
"lethargy","negative","letargo"
"lethargy","sadness","letargo"
"letter","anticipation","letra"
"lettered","anticipation","letrado"
"lettered","positive","letrado"
"lettered","trust","letrado"
"leukemia","anger","leucemia"
"leukemia","fear","leucemia"
"leukemia","negative","leucemia"
"leukemia","sadness","leucemia"
"levee","trust","dique"
"level","positive","nivel"
"level","trust","nivel"
"leverage","positive","apalancamiento"
"levy","negative","exacción"
"lewd","disgust","lascivo"
"lewd","negative","lascivo"
"liaison","negative","enlace"
"liar","disgust","mentiroso"
"liar","negative","mentiroso"
"libel","anger","difamación"
"libel","fear","difamación"
"libel","negative","difamación"
"libel","trust","difamación"
"liberal","negative","liberal"
"liberal","positive","liberal"
"liberate","anger","liberar"
"liberate","anticipation","liberar"
"liberate","joy","liberar"
"liberate","positive","liberar"
"liberate","surprise","liberar"
"liberate","trust","liberar"
"liberation","anticipation","liberación"
"liberation","joy","liberación"
"liberation","positive","liberación"
"liberation","surprise","liberación"
"liberty","anticipation","libertad"
"liberty","joy","libertad"
"liberty","positive","libertad"
"liberty","surprise","libertad"
"liberty","trust","libertad"
"library","positive","biblioteca"
"lick","disgust","lamer"
"lick","negative","lamer"
"lie","anger","mentira"
"lie","disgust","mentira"
"lie","negative","mentira"
"lie","sadness","mentira"
"lieutenant","trust","teniente"
"lifeblood","positive","alma"
"lifeless","fear","sin vida"
"lifeless","negative","sin vida"
"lifeless","sadness","sin vida"
"lighthouse","positive","faro"
"lightning","anger","relámpago"
"lightning","fear","relámpago"
"lightning","surprise","relámpago"
"liking","joy","gusto"
"liking","positive","gusto"
"liking","trust","gusto"
"limited","anger","limitado"
"limited","negative","limitado"
"limited","sadness","limitado"
"limp","negative","cojear"
"lines","fear","líneas"
"linger","anticipation","persistir"
"linguist","positive","lingüista"
"linguist","trust","lingüista"
"lint","negative","hilas"
"lion","fear","león"
"lion","positive","león"
"liquor","anger","espíritu"
"liquor","joy","espíritu"
"liquor","negative","espíritu"
"liquor","sadness","espíritu"
"listless","negative","apático"
"listless","sadness","apático"
"lithe","positive","ágil"
"litigant","negative","litigante"
"litigate","anger","litigar"
"litigate","anticipation","litigar"
"litigate","disgust","litigar"
"litigate","fear","litigar"
"litigate","negative","litigar"
"litigate","sadness","litigar"
"litigation","negative","litigio"
"litigious","anger","litigioso"
"litigious","disgust","litigioso"
"litigious","negative","litigioso"
"litter","negative","camada"
"livid","anger","lívido"
"livid","disgust","lívido"
"livid","negative","lívido"
"loaf","negative","pan"
"loafer","negative","mocasín"
"loath","anger","poco dispuesto"
"loath","negative","poco dispuesto"
"loathe","anger","detestar"
"loathe","disgust","detestar"
"loathe","negative","detestar"
"loathing","disgust","aversión"
"loathing","negative","aversión"
"loathsome","anger","repugnante"
"loathsome","disgust","repugnante"
"loathsome","negative","repugnante"
"lobbyist","negative","cabildero"
"localize","anticipation","localizar"
"lockup","fear","cárcel"
"lockup","negative","cárcel"
"lockup","sadness","cárcel"
"locust","fear","langosta"
"locust","negative","langosta"
"lodging","trust","alojamiento"
"lofty","negative","elevado"
"logical","positive","lógico"
"lone","sadness","solitario"
"loneliness","fear","soledad"
"loneliness","negative","soledad"
"loneliness","sadness","soledad"
"lonely","anger","solitario"
"lonely","disgust","solitario"
"lonely","fear","solitario"
"lonely","negative","solitario"
"lonely","sadness","solitario"
"lonesome","negative","solitario"
"lonesome","sadness","solitario"
"long","anticipation","largo"
"longevity","positive","longevidad"
"longing","anticipation","nostalgia"
"longing","sadness","nostalgia"
"loo","disgust","lavabo"
"loo","negative","lavabo"
"loom","anticipation","telar"
"loom","fear","telar"
"loom","negative","telar"
"loon","disgust","somorgujo"
"loon","negative","somorgujo"
"loony","negative","loco"
"loot","negative","botín"
"lord","disgust","señor"
"lord","negative","señor"
"lord","positive","señor"
"lord","trust","señor"
"lordship","positive","señorío"
"lose","anger","perder"
"lose","disgust","perder"
"lose","fear","perder"
"lose","negative","perder"
"lose","sadness","perder"
"lose","surprise","perder"
"losing","anger","perdiendo"
"losing","negative","perdiendo"
"losing","sadness","perdiendo"
"loss","anger","pérdida"
"loss","fear","pérdida"
"loss","negative","pérdida"
"loss","sadness","pérdida"
"lost","negative","perdió"
"lost","sadness","perdió"
"lottery","anticipation","lotería"
"loudness","anger","volumen"
"loudness","negative","volumen"
"lounge","negative","salón"
"louse","disgust","piojo"
"louse","negative","piojo"
"lovable","joy","amable"
"lovable","positive","amable"
"lovable","trust","amable"
"love","joy","amor"
"love","positive","amor"
"lovely","anticipation","encantador"
"lovely","joy","encantador"
"lovely","positive","encantador"
"lovely","sadness","encantador"
"lovely","surprise","encantador"
"lovely","trust","encantador"
"lovemaking","joy","haciendo el amor"
"lovemaking","positive","haciendo el amor"
"lovemaking","trust","haciendo el amor"
"lover","anticipation","amante"
"lover","joy","amante"
"lover","positive","amante"
"lover","trust","amante"
"loving","joy","amoroso"
"loving","positive","amoroso"
"loving","trust","amoroso"
"lower","negative","inferior"
"lower","sadness","inferior"
"lowering","negative","encapotado"
"lowest","negative","más bajo"
"lowest","sadness","más bajo"
"lowlands","negative","Tierras Bajas"
"lowly","negative","humilde"
"lowly","sadness","humilde"
"loyal","fear","leal"
"loyal","joy","leal"
"loyal","positive","leal"
"loyal","surprise","leal"
"loyal","trust","leal"
"loyalty","positive","lealtad"
"loyalty","trust","lealtad"
"luck","anticipation","suerte"
"luck","joy","suerte"
"luck","positive","suerte"
"luck","surprise","suerte"
"lucky","joy","suerte"
"lucky","positive","suerte"
"lucky","surprise","suerte"
"ludicrous","negative","ridículo"
"lull","anticipation","calma"
"lumbering","negative","pesado"
"lump","negative","terrón"
"lumpy","disgust","aterronado"
"lumpy","negative","aterronado"
"lunacy","anger","locura"
"lunacy","disgust","locura"
"lunacy","fear","locura"
"lunacy","negative","locura"
"lunacy","sadness","locura"
"lunatic","anger","lunático"
"lunatic","disgust","lunático"
"lunatic","fear","lunático"
"lunatic","negative","lunático"
"lunge","surprise","estocada"
"lurch","negative","estacada"
"lure","negative","señuelo"
"lurid","disgust","espeluznante"
"lurid","negative","espeluznante"
"lurk","negative","Acechar"
"lurking","negative","alfombrilla de ratón"
"luscious","anticipation","delicioso"
"luscious","joy","delicioso"
"luscious","positive","delicioso"
"lush","disgust","lozano"
"lush","negative","lozano"
"lush","sadness","lozano"
"lust","anticipation","lujuria"
"lust","negative","lujuria"
"luster","joy","lustre"
"luster","positive","lustre"
"lustful","negative","libidinoso"
"lustrous","positive","lustroso"
"lusty","disgust","fuerte"
"luxuriant","positive","exuberante"
"luxurious","joy","lujoso"
"luxurious","positive","lujoso"
"luxury","joy","lujo"
"luxury","positive","lujo"
"lying","anger","acostado"
"lying","disgust","acostado"
"lying","negative","acostado"
"lynch","anger","linchar"
"lynch","disgust","linchar"
"lynch","fear","linchar"
"lynch","negative","linchar"
"lynch","sadness","linchar"
"lyre","joy","lira"
"lyre","positive","lira"
"lyrical","joy","lírico"
"lyrical","positive","lírico"
"mace","fear","Mazo"
"mace","negative","Mazo"
"machine","trust","máquina"
"mad","anger","enojado"
"mad","disgust","enojado"
"mad","fear","enojado"
"mad","negative","enojado"
"mad","sadness","enojado"
"madden","anger","enloquecer"
"madden","fear","enloquecer"
"madden","negative","enloquecer"
"madman","anger","loco"
"madman","fear","loco"
"madman","negative","loco"
"madness","anger","Locura"
"madness","fear","Locura"
"madness","negative","Locura"
"mafia","fear","mafia"
"mafia","negative","mafia"
"mage","fear","mago"
"maggot","disgust","gusano"
"maggot","negative","gusano"
"magical","anticipation","mágico"
"magical","joy","mágico"
"magical","positive","mágico"
"magical","surprise","mágico"
"magician","surprise","mago"
"magnet","positive","imán"
"magnet","trust","imán"
"magnetism","positive","magnetismo"
"magnetite","positive","magnetita"
"magnificence","anticipation","magnificencia"
"magnificence","joy","magnificencia"
"magnificence","positive","magnificencia"
"magnificence","trust","magnificencia"
"magnificent","anticipation","magnífico"
"magnificent","joy","magnífico"
"magnificent","positive","magnífico"
"magnificent","surprise","magnífico"
"magnificent","trust","magnífico"
"maiden","positive","doncella"
"mail","anticipation","correo"
"main","positive","principal"
"mainstay","positive","pilar"
"mainstay","trust","pilar"
"maintenance","trust","mantenimiento"
"majestic","anticipation","majestuoso"
"majestic","joy","majestuoso"
"majestic","positive","majestuoso"
"majestic","surprise","majestuoso"
"majestic","trust","majestuoso"
"majesty","positive","majestad"
"majesty","trust","majestad"
"major","positive","mayor"
"majority","joy","mayoria"
"majority","positive","mayoria"
"majority","trust","mayoria"
"makeshift","negative","improvisado"
"malady","negative","enfermedad"
"malaise","negative","malestar"
"malaise","sadness","malestar"
"malaria","disgust","malaria"
"malaria","fear","malaria"
"malaria","negative","malaria"
"malaria","sadness","malaria"
"malevolent","anger","malévolo"
"malevolent","disgust","malévolo"
"malevolent","fear","malévolo"
"malevolent","negative","malévolo"
"malevolent","sadness","malévolo"
"malfeasance","disgust","crimen"
"malfeasance","negative","crimen"
"malformation","negative","malformación"
"malice","anger","malicia"
"malice","fear","malicia"
"malice","negative","malicia"
"malicious","anger","malicioso"
"malicious","disgust","malicioso"
"malicious","fear","malicioso"
"malicious","negative","malicioso"
"malicious","sadness","malicioso"
"malign","anger","maligno"
"malign","disgust","maligno"
"malign","negative","maligno"
"malignancy","fear","malignidad"
"malignancy","negative","malignidad"
"malignancy","sadness","malignidad"
"malignant","anger","maligno"
"malignant","fear","maligno"
"malignant","negative","maligno"
"malpractice","anger","negligencia profesional"
"malpractice","negative","negligencia profesional"
"mamma","trust","mamá"
"manage","positive","gestionar"
"manage","trust","gestionar"
"management","positive","administración"
"management","trust","administración"
"mandamus","fear","mandamus"
"mandamus","negative","mandamus"
"mandarin","positive","mandarín"
"mandarin","trust","mandarín"
"mange","disgust","sarna"
"mange","fear","sarna"
"mange","negative","sarna"
"mangle","anger","mutilar"
"mangle","disgust","mutilar"
"mangle","fear","mutilar"
"mangle","negative","mutilar"
"mangle","sadness","mutilar"
"manhood","positive","virilidad"
"mania","negative","manía"
"maniac","anger","maníaco"
"maniac","fear","maníaco"
"maniac","negative","maníaco"
"maniacal","negative","maníaco"
"manifestation","fear","manifestación"
"manifested","positive","manifestado"
"manipulate","negative","manipular"
"manipulation","anger","manipulación"
"manipulation","fear","manipulación"
"manipulation","negative","manipulación"
"manly","positive","varonil"
"manna","positive","maná"
"mannered","positive","amanerado"
"manners","positive","modales"
"manslaughter","anger","homicidio involuntario"
"manslaughter","disgust","homicidio involuntario"
"manslaughter","fear","homicidio involuntario"
"manslaughter","negative","homicidio involuntario"
"manslaughter","sadness","homicidio involuntario"
"manslaughter","surprise","homicidio involuntario"
"manual","trust","manual"
"manufacturer","positive","fabricante"
"manure","disgust","estiércol"
"manure","negative","estiércol"
"mar","negative","mar"
"march","positive","marzo"
"margin","negative","margen"
"margin","sadness","margen"
"marine","trust","marina"
"marked","positive","marcado"
"marketable","positive","comerciable"
"maroon","negative","granate"
"marquis","positive","marqués"
"marriage","anticipation","matrimonio"
"marriage","joy","matrimonio"
"marriage","positive","matrimonio"
"marriage","trust","matrimonio"
"marrow","joy","médula"
"marrow","positive","médula"
"marrow","trust","médula"
"marry","anticipation","casar"
"marry","fear","casar"
"marry","joy","casar"
"marry","positive","casar"
"marry","surprise","casar"
"marry","trust","casar"
"marshal","positive","mariscal"
"marshal","trust","mariscal"
"martial","anger","marcial"
"martingale","negative","martingala"
"martyr","fear","mártir"
"martyr","negative","mártir"
"martyr","sadness","mártir"
"martyrdom","fear","martirio"
"martyrdom","negative","martirio"
"martyrdom","sadness","martirio"
"marvel","positive","maravilla"
"marvel","surprise","maravilla"
"marvelous","joy","maravilloso"
"marvelous","positive","maravilloso"
"marvelously","joy","maravillosamente"
"marvelously","positive","maravillosamente"
"masculine","positive","masculino"
"masochism","anger","masoquismo"
"masochism","disgust","masoquismo"
"masochism","fear","masoquismo"
"masochism","negative","masoquismo"
"massacre","anger","masacre"
"massacre","disgust","masacre"
"massacre","fear","masacre"
"massacre","negative","masacre"
"massacre","sadness","masacre"
"massage","joy","masaje"
"massage","positive","masaje"
"master","positive","Maestro"
"masterpiece","joy","obra maestra"
"masterpiece","positive","obra maestra"
"mastery","anger","maestría"
"mastery","joy","maestría"
"mastery","positive","maestría"
"mastery","trust","maestría"
"matchmaker","anticipation","casamentero"
"mate","positive","compañero"
"mate","trust","compañero"
"materialism","negative","materialismo"
"materialist","disgust","materialista"
"materialist","negative","materialista"
"maternal","anticipation","materno"
"maternal","negative","materno"
"maternal","positive","materno"
"mathematical","trust","matemático"
"matrimony","anticipation","matrimonio"
"matrimony","joy","matrimonio"
"matrimony","positive","matrimonio"
"matrimony","trust","matrimonio"
"matron","positive","matrona"
"matron","trust","matrona"
"mausoleum","sadness","mausoleo"
"maxim","trust","máxima"
"maximum","positive","máximo"
"mayor","positive","alcalde"
"meadow","positive","prado"
"meandering","negative","serpenteante"
"meaningless","negative","sin sentido"
"meaningless","sadness","sin sentido"
"measles","disgust","sarampión"
"measles","fear","sarampión"
"measles","negative","sarampión"
"measles","sadness","sarampión"
"measure","trust","medida"
"measured","positive","Medido"
"measured","trust","Medido"
"medal","anticipation","medalla"
"medal","joy","medalla"
"medal","positive","medalla"
"medal","surprise","medalla"
"medal","trust","medalla"
"meddle","anger","entrometerse"
"meddle","negative","entrometerse"
"mediate","anticipation","mediar"
"mediate","positive","mediar"
"mediate","trust","mediar"
"mediation","positive","mediación"
"mediator","anticipation","mediador"
"mediator","positive","mediador"
"mediator","trust","mediador"
"medical","anticipation","médico"
"medical","fear","médico"
"medical","positive","médico"
"medical","trust","médico"
"mediocre","negative","mediocre"
"mediocrity","negative","mediocridad"
"meditate","anticipation","meditar"
"meditate","joy","meditar"
"meditate","positive","meditar"
"meditate","trust","meditar"
"mediterranean","positive","Mediterráneo"
"medley","positive","popurrí"
"meek","sadness","manso"
"melancholic","negative","melancólico"
"melancholic","sadness","melancólico"
"melancholy","negative","melancolía"
"melancholy","sadness","melancolía"
"melee","fear","pelea confusa"
"melee","negative","pelea confusa"
"melodrama","anger","melodrama"
"melodrama","negative","melodrama"
"melodrama","sadness","melodrama"
"meltdown","negative","fusión de un reactor"
"meltdown","sadness","fusión de un reactor"
"memento","positive","recuerdo"
"memorable","joy","memorable"
"memorable","positive","memorable"
"memorable","surprise","memorable"
"memorable","trust","memorable"
"memorials","sadness","memoriales"
"menace","anger","amenaza"
"menace","fear","amenaza"
"menace","negative","amenaza"
"menacing","anger","amenazador"
"menacing","fear","amenazador"
"menacing","negative","amenazador"
"mending","positive","ropa de repaso"
"menial","negative","servil"
"menses","positive","menstruo"
"mentor","positive","mentor"
"mentor","trust","mentor"
"mercenary","fear","mercenario"
"mercenary","negative","mercenario"
"merchant","trust","comerciante"
"merciful","positive","misericordioso"
"merciless","fear","despiadado"
"merciless","negative","despiadado"
"mercy","positive","misericordia"
"merge","anticipation","unir"
"merge","positive","unir"
"merit","positive","mérito"
"merit","trust","mérito"
"meritorious","joy","meritorio"
"meritorious","positive","meritorio"
"meritorious","trust","meritorio"
"merriment","joy","alegría"
"merriment","positive","alegría"
"merriment","surprise","alegría"
"merry","joy","alegre"
"merry","positive","alegre"
"mess","disgust","lío"
"mess","negative","lío"
"messenger","trust","Mensajero"
"messy","disgust","sucio"
"messy","negative","sucio"
"metastasis","negative","metástasis"
"methanol","negative","metanol"
"metropolitan","positive","metropolitano"
"mettle","positive","brío"
"microscope","trust","microscopio"
"microscopy","positive","microscopía"
"midwife","anticipation","Partera"
"midwife","joy","Partera"
"midwife","negative","Partera"
"midwife","positive","Partera"
"midwife","trust","Partera"
"midwifery","positive","partería"
"mighty","anger","poderoso"
"mighty","fear","poderoso"
"mighty","joy","poderoso"
"mighty","positive","poderoso"
"mighty","trust","poderoso"
"mildew","disgust","moho"
"mildew","negative","moho"
"military","fear","militar"
"militia","anger","milicia"
"militia","fear","milicia"
"militia","negative","milicia"
"militia","sadness","milicia"
"mill","anticipation","molino"
"mime","positive","mímica"
"mimicry","negative","mimetismo"
"mimicry","surprise","mimetismo"
"mindful","positive","consciente de"
"mindfulness","positive","atención plena"
"minimize","negative","minimizar"
"minimum","negative","mínimo"
"ministry","joy","ministerio"
"ministry","positive","ministerio"
"ministry","trust","ministerio"
"minority","negative","minoría"
"miracle","anticipation","milagro"
"miracle","joy","milagro"
"miracle","positive","milagro"
"miracle","surprise","milagro"
"miracle","trust","milagro"
"miraculous","joy","milagroso"
"miraculous","positive","milagroso"
"miraculous","surprise","milagroso"
"mire","disgust","fango"
"mire","negative","fango"
"mirth","joy","alegría"
"mirth","positive","alegría"
"misbehavior","anger","mal comportamiento"
"misbehavior","disgust","mal comportamiento"
"misbehavior","negative","mal comportamiento"
"misbehavior","surprise","mal comportamiento"
"miscarriage","fear","aborto espontáneo"
"miscarriage","negative","aborto espontáneo"
"miscarriage","sadness","aborto espontáneo"
"mischief","negative","travesura"
"mischievous","negative","dañoso"
"misconception","anger","Idea equivocada"
"misconception","disgust","Idea equivocada"
"misconception","fear","Idea equivocada"
"misconception","negative","Idea equivocada"
"misconduct","disgust","mala conducta"
"misconduct","negative","mala conducta"
"miserable","anger","miserable"
"miserable","disgust","miserable"
"miserable","negative","miserable"
"miserable","sadness","miserable"
"miserably","negative","tristemente"
"miserably","sadness","tristemente"
"misery","anger","miseria"
"misery","disgust","miseria"
"misery","fear","miseria"
"misery","negative","miseria"
"misery","sadness","miseria"
"misfortune","fear","desgracia"
"misfortune","negative","desgracia"
"misfortune","sadness","desgracia"
"misguided","disgust","equivocado"
"misguided","negative","equivocado"
"mishap","disgust","percance"
"mishap","fear","percance"
"mishap","negative","percance"
"mishap","sadness","percance"
"mishap","surprise","percance"
"misinterpretation","negative","mala interpretación"
"mislead","anger","engañar"
"mislead","fear","engañar"
"mislead","negative","engañar"
"mislead","trust","engañar"
"misleading","anger","engañoso"
"misleading","disgust","engañoso"
"misleading","negative","engañoso"
"mismanagement","negative","mala administración"
"mismatch","negative","discordancia"
"misnomer","negative","nombre equivocado"
"misplace","anger","perder"
"misplace","disgust","perder"
"misplace","negative","perder"
"misplaced","negative","fuera de lugar"
"misrepresent","negative","falsificar"
"misrepresentation","negative","tergiversación"
"misrepresentation","sadness","tergiversación"
"misrepresented","anger","tergiversado"
"misrepresented","negative","tergiversado"
"missile","fear","misil"
"missing","fear","desaparecido"
"missing","negative","desaparecido"
"missing","sadness","desaparecido"
"missionary","positive","misionero"
"misstatement","anger","declaración errónea"
"misstatement","disgust","declaración errónea"
"misstatement","negative","declaración errónea"
"mistake","negative","Error"
"mistake","sadness","Error"
"mistaken","fear","equivocado"
"mistaken","negative","equivocado"
"mistress","anger","amante"
"mistress","disgust","amante"
"mistress","negative","amante"
"mistrust","disgust","desconfianza"
"mistrust","fear","desconfianza"
"mistrust","negative","desconfianza"
"misunderstand","negative","entender mal"
"misunderstanding","anger","malentendido"
"misunderstanding","negative","malentendido"
"misunderstanding","sadness","malentendido"
"misuse","negative","mal uso"
"mite","disgust","Pizca"
"mite","negative","Pizca"
"moan","fear","gemido"
"moan","sadness","gemido"
"moat","trust","foso"
"mob","anger","multitud"
"mob","fear","multitud"
"mob","negative","multitud"
"mobile","anticipation","móvil"
"mockery","disgust","mofa"
"mockery","negative","mofa"
"mocking","anger","burlón"
"mocking","disgust","burlón"
"mocking","negative","burlón"
"mocking","sadness","burlón"
"model","positive","modelo"
"moderate","positive","moderar"
"moderator","positive","moderador"
"moderator","trust","moderador"
"modest","positive","modesto"
"modest","trust","modesto"
"modesty","positive","modestia"
"modify","surprise","modificar"
"molestation","anger","acoso"
"molestation","disgust","acoso"
"molestation","fear","acoso"
"molestation","negative","acoso"
"molestation","sadness","acoso"
"momentum","anticipation","impulso"
"momentum","positive","impulso"
"monetary","anticipation","monetario"
"monetary","positive","monetario"
"money","anger","dinero"
"money","anticipation","dinero"
"money","joy","dinero"
"money","positive","dinero"
"money","surprise","dinero"
"money","trust","dinero"
"monk","positive","monje"
"monk","trust","monje"
"monochrome","disgust","monocromo"
"monochrome","negative","monocromo"
"monogamy","trust","monogamia"
"monopolist","negative","monopolista"
"monsoon","negative","monzón"
"monsoon","sadness","monzón"
"monster","fear","monstruo"
"monster","negative","monstruo"
"monstrosity","anger","monstruosidad"
"monstrosity","disgust","monstruosidad"
"monstrosity","fear","monstruosidad"
"monstrosity","negative","monstruosidad"
"monstrosity","surprise","monstruosidad"
"monument","positive","Monumento"
"moody","anger","temperamental"
"moody","negative","temperamental"
"moody","sadness","temperamental"
"moorings","trust","amarras"
"moot","negative","discutible"
"moral","anger","moral"
"moral","positive","moral"
"moral","trust","moral"
"morality","positive","moralidad"
"morality","trust","moralidad"
"morals","anger","moralidad"
"morals","anticipation","moralidad"
"morals","disgust","moralidad"
"morals","joy","moralidad"
"morals","positive","moralidad"
"morals","surprise","moralidad"
"morals","trust","moralidad"
"morbid","negative","mórbido"
"morbid","sadness","mórbido"
"morbidity","anger","morbosidad"
"morbidity","disgust","morbosidad"
"morbidity","fear","morbosidad"
"morbidity","negative","morbosidad"
"morbidity","sadness","morbosidad"
"morgue","disgust","morgue"
"morgue","fear","morgue"
"morgue","negative","morgue"
"morgue","sadness","morgue"
"moribund","negative","moribundo"
"moribund","sadness","moribundo"
"morn","anticipation","alborada"
"moron","negative","idiota"
"moronic","negative","imbécil"
"morrow","anticipation","día siguiente"
"morsel","negative","bocado"
"mortal","negative","mortal"
"mortality","anger","mortalidad"
"mortality","fear","mortalidad"
"mortality","negative","mortalidad"
"mortality","sadness","mortalidad"
"mortar","positive","mortero"
"mortgage","fear","hipoteca"
"mortgagee","trust","acreedor hipotecario"
"mortgagor","fear","deudor hipotecario"
"mortification","anticipation","mortificación"
"mortification","disgust","mortificación"
"mortification","fear","mortificación"
"mortification","negative","mortificación"
"mortification","sadness","mortificación"
"mortuary","fear","mortuorio"
"mortuary","negative","mortuorio"
"mortuary","sadness","mortuorio"
"mosque","anger","mezquita"
"mosquito","anger","mosquito"
"mosquito","disgust","mosquito"
"mosquito","negative","mosquito"
